dat genefilter num_genes dimreduce dims method k resolution ari silhouette
Zhengmix4eq dev 60 pca_rd 10 kmeans 6 NA 0.875567813706246 0.399117508191824
Zhengmix4eq dev 60 pca_rd 10 kmeans 7 NA 0.84951872013464 0.393104323935833
Zhengmix4eq dev 60 pca_rd 10 kmeans 8 NA 0.801920346159645 0.327350680124953
Zhengmix4eq dev 60 pca_rd 10 kmeans 9 NA 0.756209912895722 0.304491961715795
Zhengmix4eq dev 60 pca_rd 10 kmeans 10 NA 0.750726391693028 0.304984845324923
Zhengmix4eq dev 60 pca_rd 10 mclust 2 NA 0.495328950779136 0.30491568208577
Zhengmix4eq dev 60 pca_rd 10 mclust 3 NA 0.334759323134115 0.385203523823901
Zhengmix4eq dev 60 pca_rd 10 mclust 4 NA 0.647525688924086 0.406898027444741
Zhengmix4eq dev 60 pca_rd 10 mclust 5 NA 0.895342605265207 0.386661280153182
Zhengmix4eq dev 60 pca_rd 10 mclust 6 NA 0.857962020707686 0.371527650575495
Zhengmix4eq dev 60 pca_rd 10 mclust 7 NA 0.804200481021697 0.341889074507185
Zhengmix4eq dev 60 pca_rd 10 mclust 8 NA 0.755510317585896 0.301524623000795
Zhengmix4eq dev 60 pca_rd 10 mclust 9 NA 0.661531792541421 0.2171125080581
Zhengmix4eq dev 60 pca_rd 10 mclust 10 NA 0.633573847313975 0.190993393385982
Zhengmix4eq dev 60 pca_rd 10 seurat 3 0.05 0.700989816908098 0.415897525915692
Zhengmix4eq dev 60 pca_rd 10 seurat 4 0.1 0.966375125076818 0.394362079034743
Zhengmix4eq dev 60 pca_rd 10 seurat 6 0.2 0.924384649377496 0.405592398486657
Zhengmix4eq dev 60 pca_rd 10 seurat 6 0.5 0.924384649377496 0.405592398486657
Zhengmix4eq dev 60 pca_rd 10 seurat 7 0.8 0.813782619842986 0.341213863641211
Zhengmix4eq dev 60 pca_rd 10 seurat 8 1 0.788214749748466 0.350360773720224
Zhengmix4eq dev 60 pca_rd 10 seurat 10 1.2 0.746347266467457 0.285396438346892
Zhengmix4eq dev 60 pca_rd 10 seurat 11 1.5 0.640172326884288 0.228699330109116
Zhengmix4eq dev 60 pca_rd 10 seurat 14 2 0.459564454771492 0.134827843454229
Zhengmix4eq dev 60 pca_rd 30 kmeans 2 NA 0.322743889468901 0.371085057268412
Zhengmix4eq dev 60 pca_rd 30 kmeans 3 NA 0.70244508304782 0.290877266212864
Zhengmix4eq dev 60 pca_rd 30 kmeans 4 NA 0.685531063338761 0.30607342465671
Zhengmix4eq dev 60 pca_rd 30 kmeans 5 NA 0.882479039675618 0.281879746131775
Zhengmix4eq dev 60 pca_rd 30 kmeans 6 NA 0.876928697434799 0.259851591160804
Zhengmix4eq dev 60 pca_rd 30 kmeans 7 NA 0.818863642879035 0.197871205019402
Zhengmix4eq dev 60 pca_rd 30 kmeans 8 NA 0.790856402497169 0.192332563778897
Zhengmix4eq dev 60 pca_rd 30 kmeans 9 NA 0.745300945099293 0.175253895821643
Zhengmix4eq dev 60 pca_rd 30 kmeans 10 NA 0.741129273577663 0.175618432710985
Zhengmix4eq dev 60 pca_rd 30 seurat 3 0.05 0.700989816908098 0.290821290943598
Zhengmix4eq dev 60 pca_rd 30 seurat 4 0.1 0.959376391338844 0.261051651599304
Zhengmix4eq dev 60 pca_rd 30 seurat 6 0.2 0.9184302452926 0.270076250736
Zhengmix4eq dev 60 pca_rd 30 seurat 6 0.5 0.917830716669462 0.269656093212401
Zhengmix4eq dev 60 pca_rd 30 seurat 7 0.8 0.911432816938455 0.269945731796149
Zhengmix4eq dev 60 pca_rd 30 seurat 8 1 0.903082381235149 0.265179630608052
Zhengmix4eq dev 60 pca_rd 30 seurat 8 1.2 0.831144424672976 0.235878697911293
Zhengmix4eq dev 60 pca_rd 30 seurat 10 1.5 0.739808944483594 0.167900234325208
Zhengmix4eq dev 60 pca_rd 30 seurat 10 2 0.732882672351519 0.163998115190464
Zhengmix4eq dev 60 pca_rp 10 kmeans 2 NA 0.322358187025549 0.45855074466218
Zhengmix4eq dev 60 pca_rp 10 kmeans 3 NA 0.698997032460673 0.382377371951517
Zhengmix4eq dev 60 pca_rp 10 kmeans 4 NA 0.682703985674358 0.405992304689166
Zhengmix4eq dev 60 pca_rp 10 kmeans 5 NA 0.887079373466076 0.415951615175382
Zhengmix4eq dev 60 pca_rp 10 kmeans 6 NA 0.880607597771688 0.402286531958809
Zhengmix4eq dev 60 pca_rp 10 kmeans 7 NA 0.880782022625901 0.403822231687114
Zhengmix4eq dev 60 pca_rp 10 kmeans 8 NA 0.826237040190014 0.338697286207561
Zhengmix4eq dev 60 pca_rp 10 kmeans 9 NA 0.80737024594205 0.327213571760693
Zhengmix4eq dev 60 pca_rp 10 kmeans 10 NA 0.769800135157178 0.310168462175291
Zhengmix4eq dev 60 pca_rp 10 mclust 2 NA 0.482515695169277 0.282382724122608
Zhengmix4eq dev 60 pca_rp 10 mclust 3 NA 0.648519248601206 0.347432352969562
Zhengmix4eq dev 60 pca_rp 10 mclust 4 NA 0.64749225942504 0.37765349070544
Zhengmix4eq dev 60 pca_rp 10 mclust 5 NA 0.900431442339445 0.387430748707981
Zhengmix4eq dev 60 pca_rp 10 mclust 6 NA 0.882799629104441 0.362484812671895
Zhengmix4eq dev 60 pca_rp 10 mclust 7 NA 0.803341723185075 0.342107508446647
Zhengmix4eq dev 60 pca_rp 10 mclust 8 NA 0.697016848645005 0.21283945241508
Zhengmix4eq dev 60 pca_rp 10 mclust 9 NA 0.735608223417341 0.209978924791065
Zhengmix4eq dev 60 pca_rp 10 mclust 10 NA 0.648717590123967 0.183658795629316
Zhengmix4eq dev 60 pca_rp 10 seurat 4 0.05 0.96571824179128 0.38540063292661
Zhengmix4eq dev 60 pca_rp 10 seurat 4 0.1 0.96571824179128 0.38540063292661
Zhengmix4eq dev 60 pca_rp 10 seurat 5 0.2 0.948823489998175 0.409727807107473
Zhengmix4eq dev 60 pca_rp 10 seurat 6 0.5 0.941664622125701 0.414333000637948
Zhengmix4eq dev 60 pca_rp 10 seurat 8 0.8 0.815466803804553 0.318728683147487
Zhengmix4eq dev 60 pca_rp 10 seurat 9 1 0.76300790253875 0.292684122922869
Zhengmix4eq dev 60 pca_rp 10 seurat 10 1.2 0.65082499977559 0.235059769316122
Zhengmix4eq dev 60 pca_rp 10 seurat 11 1.5 0.599236917713772 0.203554190392828
Zhengmix4eq dev 60 pca_rp 10 seurat 14 2 0.416211750512988 0.141384828408231
Zhengmix4eq dev 60 pca_rp 30 kmeans 2 NA 0.322358187025549 0.364145903739626
Zhengmix4eq dev 60 pca_rp 30 kmeans 3 NA 0.699234015968332 0.252559178622544
Zhengmix4eq dev 60 pca_rp 30 kmeans 4 NA 0.682940589345864 0.271553514379629
Zhengmix4eq dev 60 pca_rp 30 kmeans 5 NA 0.887079373466076 0.268622539852198
Zhengmix4eq dev 60 pca_rp 30 kmeans 6 NA 0.880576214502526 0.252293692734938
Zhengmix4eq dev 60 pca_rp 30 kmeans 7 NA 0.880769743479367 0.254009439369817
Zhengmix4eq dev 60 pca_rp 30 kmeans 8 NA 0.78963501248941 0.189602277037117
Zhengmix4eq dev 60 pca_rp 30 kmeans 9 NA 0.737040827417875 0.160245441048682
Zhengmix4eq dev 60 pca_rp 30 kmeans 10 NA 0.685551775233457 0.136628622589458
Zhengmix4eq dev 60 pca_rp 30 seurat 3 0.05 0.700751042698552 0.252197797301789
Zhengmix4eq dev 60 pca_rp 30 seurat 4 0.1 0.963871116143461 0.245091183283952
Zhengmix4eq dev 60 pca_rp 30 seurat 5 0.2 0.946960381774761 0.264430218672473
Zhengmix4eq dev 60 pca_rp 30 seurat 5 0.5 0.946960381774761 0.264430218672473
Zhengmix4eq dev 60 pca_rp 30 seurat 6 0.8 0.941682299274416 0.265713233935892
Zhengmix4eq dev 60 pca_rp 30 seurat 7 1 0.884679242814453 0.249549194645979
Zhengmix4eq dev 60 pca_rp 30 seurat 8 1.2 0.813008975280003 0.193208009287336
Zhengmix4eq dev 60 pca_rp 30 seurat 9 1.5 0.75180740705109 0.169680059354526
Zhengmix4eq dev 60 pca_rp 30 seurat 11 2 0.559693254978356 0.0931397409751701
Zhengmix4eq dev 60 zinbwave 10 kmeans 2 NA 0.302257773864102 0.232156808505082
Zhengmix4eq dev 60 zinbwave 10 kmeans 3 NA 0.613289287631088 0.237685715479576
Zhengmix4eq dev 60 zinbwave 10 kmeans 4 NA 0.566961626318314 0.20101087074361
Zhengmix4eq dev 60 zinbwave 10 kmeans 5 NA 0.564576930978318 0.187824236852383
Zhengmix4eq dev 60 zinbwave 10 kmeans 6 NA 0.569255831414854 0.184207336333125
Zhengmix4eq dev 60 zinbwave 10 kmeans 7 NA 0.462283988142797 0.145730414705596
Zhengmix4eq dev 60 zinbwave 10 kmeans 8 NA 0.406462448962402 0.142510428378815
Zhengmix4eq dev 60 zinbwave 10 kmeans 9 NA 0.376655390672291 0.14373394618389
Zhengmix4eq dev 60 zinbwave 10 kmeans 10 NA 0.395603551019106 0.146545535826298
Zhengmix4eq dev 60 zinbwave 10 mclust 2 NA 0.324768657839654 0.233744441597522
Zhengmix4eq dev 60 zinbwave 10 mclust 3 NA 0.697792140657491 0.229949322466017
Zhengmix4eq dev 60 zinbwave 10 mclust 4 NA 0.85520823863376 0.182702539226963
Zhengmix4eq dev 60 zinbwave 10 mclust 5 NA 0.825311748794214 0.159004202202051
Zhengmix4eq dev 60 zinbwave 10 mclust 6 NA 0.784494427217414 0.129076155398454
Zhengmix4eq dev 60 zinbwave 10 mclust 7 NA 0.688513126870587 0.0968612894034413
Zhengmix4eq dev 60 zinbwave 10 mclust 8 NA 0.664036848534637 0.112930089146495
Zhengmix4eq dev 60 zinbwave 10 mclust 9 NA 0.663050629766389 0.0822155521488574
Zhengmix4eq dev 60 zinbwave 10 mclust 10 NA 0.643871758446659 0.0553232242684334
Zhengmix4eq dev 60 zinbwave 10 seurat 3 0.05 0.697040497826053 0.232671258640159
Zhengmix4eq dev 60 zinbwave 10 seurat 4 0.1 0.68330073882256 0.23147158662587
Zhengmix4eq dev 60 zinbwave 10 seurat 4 0.2 0.68330073882256 0.23147158662587
Zhengmix4eq dev 60 zinbwave 10 seurat 5 0.5 0.891488884703375 0.191704191777922
Zhengmix4eq dev 60 zinbwave 10 seurat 7 0.8 0.725705065061218 0.182712289689885
Zhengmix4eq dev 60 zinbwave 10 seurat 8 1 0.621610033499706 0.137736943985739
Zhengmix4eq dev 60 zinbwave 10 seurat 8 1.2 0.613093418541546 0.139528925884556
Zhengmix4eq dev 60 zinbwave 10 seurat 9 1.5 0.535682138441761 0.135534246246842
Zhengmix4eq dev 60 zinbwave 10 seurat 12 2 0.410686715467815 0.105637240063754
Zhengmix4eq dev 60 zinbwave 30 kmeans 2 NA 0.319520716899509 0.0987374919167694
Zhengmix4eq dev 60 zinbwave 30 kmeans 3 NA 0.581890363567036 0.0935759726636052
Zhengmix4eq dev 60 zinbwave 30 kmeans 4 NA 0.602487920965905 0.083920355286975
Zhengmix4eq dev 60 zinbwave 30 kmeans 5 NA 0.590053821682224 0.0834720782392802
Zhengmix4eq dev 60 zinbwave 30 kmeans 6 NA 0.505527687524498 0.05999015580296
Zhengmix4eq dev 60 zinbwave 30 kmeans 7 NA 0.499585920979588 0.0585748950177715
Zhengmix4eq dev 60 zinbwave 30 kmeans 8 NA 0.379246421758652 0.0492049831286058
Zhengmix4eq dev 60 zinbwave 30 kmeans 9 NA 0.356695617374638 0.0454284642377514
Zhengmix4eq dev 60 zinbwave 30 kmeans 10 NA 0.344827106554745 0.0421921907604645
Zhengmix4eq dev 60 zinbwave 30 seurat 2 0.05 0.322293060931155 0.0967157970012708
Zhengmix4eq dev 60 zinbwave 30 seurat 2 0.1 0.322293060931155 0.0967157970012708
Zhengmix4eq dev 60 zinbwave 30 seurat 3 0.2 0.668938417058254 0.0787870104185122
Zhengmix4eq dev 60 zinbwave 30 seurat 3 0.5 0.665120213650252 0.0787511098882851
Zhengmix4eq dev 60 zinbwave 30 seurat 4 0.8 0.648048392223775 -0.0657355935040072
Zhengmix4eq dev 60 zinbwave 30 seurat 5 1 0.677261431931315 -0.050337048431614
Zhengmix4eq dev 60 zinbwave 30 seurat 5 1.2 0.715822320761806 -0.0542831581136778
Zhengmix4eq dev 60 zinbwave 30 seurat 7 1.5 0.57486087236455 -0.0621207708905109
Zhengmix4eq dev 60 zinbwave 30 seurat 9 2 0.435345659989052 -0.0530152421203756
Zhengmix4eq dev 300 glmpca 10 kmeans 2 NA 0.32185057472203 0.539470802936969
Zhengmix4eq dev 300 glmpca 10 kmeans 3 NA 0.703389674140809 0.595190762122787
Zhengmix4eq dev 300 glmpca 10 kmeans 4 NA 0.910458005640944 0.557536566194985
Zhengmix4eq dev 300 glmpca 10 kmeans 5 NA 0.86787194144238 0.484258247552766
Zhengmix4eq dev 300 glmpca 10 kmeans 6 NA 0.812744480090727 0.416656510940032
Zhengmix4eq dev 300 glmpca 10 kmeans 7 NA 0.725892032034943 0.327721008023631
Zhengmix4eq dev 300 glmpca 10 kmeans 8 NA 0.690008234923924 0.305635335161833
Zhengmix4eq dev 300 glmpca 10 kmeans 9 NA 0.661684930100658 0.272521346992769
Zhengmix4eq dev 300 glmpca 10 kmeans 10 NA 0.553040959395004 0.215248998152634
Zhengmix4eq dev 300 glmpca 10 mclust 2 NA 0.494336610411095 0.429949098013251
Zhengmix4eq dev 300 glmpca 10 mclust 3 NA 0.702194595262929 0.594879365767596
Zhengmix4eq dev 300 glmpca 10 mclust 4 NA 0.949699548609935 0.534737175639121
Zhengmix4eq dev 300 glmpca 10 mclust 5 NA 0.954878133486699 0.523263190927687
Zhengmix4eq dev 300 glmpca 10 mclust 6 NA 0.899360958123333 0.42788481625313
Zhengmix4eq dev 300 glmpca 10 mclust 7 NA 0.811991829726766 0.363537675245768
Zhengmix4eq dev 300 glmpca 10 mclust 8 NA 0.759957210615274 0.318114987589512
Zhengmix4eq dev 300 glmpca 10 mclust 9 NA 0.748482336524516 0.272807608528335
Zhengmix4eq dev 300 glmpca 10 mclust 10 NA 0.645683733987905 0.161391877019994
Zhengmix4eq dev 300 glmpca 10 seurat 4 0.05 0.976138073398938 0.549980444198444
Zhengmix4eq dev 300 glmpca 10 seurat 4 0.1 0.976138073398938 0.549980444198444
Zhengmix4eq dev 300 glmpca 10 seurat 5 0.2 0.958389080806946 0.507413212652086
Zhengmix4eq dev 300 glmpca 10 seurat 5 0.5 0.95808894718801 0.507016537985109
Zhengmix4eq dev 300 glmpca 10 seurat 8 0.8 0.757300893811761 0.306558276255237
Zhengmix4eq dev 300 glmpca 10 seurat 8 1 0.749756111247974 0.304357577762574
Zhengmix4eq dev 300 glmpca 10 seurat 10 1.2 0.580400746302276 0.208974982174745
Zhengmix4eq dev 300 glmpca 10 seurat 10 1.5 0.576457082734131 0.208137622262089
Zhengmix4eq dev 300 glmpca 10 seurat 12 2 0.474119138203271 0.160571537477803
Zhengmix4eq dev 300 glmpca 30 kmeans 2 NA 0.326233240857712 0.478015755861554
Zhengmix4eq dev 300 glmpca 30 kmeans 3 NA 0.706398337254722 0.505796613681958
Zhengmix4eq dev 300 glmpca 30 kmeans 4 NA 0.891808063416605 0.417451356883709
Zhengmix4eq dev 300 glmpca 30 kmeans 5 NA 0.876534197187959 0.369504452454218
Zhengmix4eq dev 300 glmpca 30 kmeans 6 NA 0.793760301565025 0.28224591480852
Zhengmix4eq dev 300 glmpca 30 kmeans 7 NA 0.768099375523904 0.215090560106004
Zhengmix4eq dev 300 glmpca 30 kmeans 8 NA 0.687025403760783 0.169670221627111
Zhengmix4eq dev 300 glmpca 30 kmeans 9 NA 0.662953529015021 0.145152315440531
Zhengmix4eq dev 300 glmpca 30 kmeans 10 NA 0.615375629834285 0.137655441351716
Zhengmix4eq dev 300 glmpca 30 seurat 4 0.05 0.960876470851986 0.412893357395403
Zhengmix4eq dev 300 glmpca 30 seurat 4 0.1 0.960876470851986 0.412893357395403
Zhengmix4eq dev 300 glmpca 30 seurat 5 0.2 0.944426988379999 0.348514245005207
Zhengmix4eq dev 300 glmpca 30 seurat 5 0.5 0.944426988379999 0.348514245005207
Zhengmix4eq dev 300 glmpca 30 seurat 7 0.8 0.865494085540652 0.228245667849648
Zhengmix4eq dev 300 glmpca 30 seurat 7 1 0.820767691151603 0.227271274400309
Zhengmix4eq dev 300 glmpca 30 seurat 7 1.2 0.818611135172345 0.226175356165971
Zhengmix4eq dev 300 glmpca 30 seurat 7 1.5 0.814743540889413 0.22531421870902
Zhengmix4eq dev 300 glmpca 30 seurat 11 2 0.570759041210864 0.0937337408068038
Zhengmix4eq dev 300 pca_log 10 kmeans 2 NA 0.318514605281657 0.484895010911324
Zhengmix4eq dev 300 pca_log 10 kmeans 3 NA 0.701072596497212 0.421057847102592
Zhengmix4eq dev 300 pca_log 10 kmeans 4 NA 0.926336371050536 0.386347725455665
Zhengmix4eq dev 300 pca_log 10 kmeans 5 NA 0.871850316215208 0.351796502281533
Zhengmix4eq dev 300 pca_log 10 kmeans 6 NA 0.793753030108708 0.317527106310312
Zhengmix4eq dev 300 pca_log 10 kmeans 7 NA 0.721313162211838 0.302145513096621
Zhengmix4eq dev 300 pca_log 10 kmeans 8 NA 0.681520727490683 0.275645941673419
Zhengmix4eq dev 300 pca_log 10 kmeans 9 NA 0.643815226926777 0.269707167143969
Zhengmix4eq dev 300 pca_log 10 kmeans 10 NA 0.554114927642137 0.22496542411145
Zhengmix4eq dev 300 pca_log 10 mclust 2 NA 0.491360045736055 0.313616939955657
Zhengmix4eq dev 300 pca_log 10 mclust 3 NA 0.673384731110647 0.401271569747683
Zhengmix4eq dev 300 pca_log 10 mclust 4 NA 0.963153541945448 0.378212335710556
Zhengmix4eq dev 300 pca_log 10 mclust 5 NA 0.921360944152961 0.377233296467025
Zhengmix4eq dev 300 pca_log 10 mclust 6 NA 0.858282685970305 0.327947964143081
Zhengmix4eq dev 300 pca_log 10 mclust 7 NA 0.822314585409391 0.294101876144133
Zhengmix4eq dev 300 pca_log 10 mclust 8 NA 0.725486696050158 0.260283119208522
Zhengmix4eq dev 300 pca_log 10 mclust 9 NA 0.720516015291828 0.256341547323671
Zhengmix4eq dev 300 pca_log 10 mclust 10 NA 0.636307770901959 0.183402334147514
Zhengmix4eq dev 300 pca_log 10 seurat 4 0.05 0.976828975752313 0.382361150986824
Zhengmix4eq dev 300 pca_log 10 seurat 4 0.1 0.976828975752313 0.382361150986824
Zhengmix4eq dev 300 pca_log 10 seurat 5 0.2 0.959362620607762 0.374038614599403
Zhengmix4eq dev 300 pca_log 10 seurat 6 0.5 0.937375278162462 0.356546803388105
Zhengmix4eq dev 300 pca_log 10 seurat 8 0.8 0.764098159936967 0.228078288653643
Zhengmix4eq dev 300 pca_log 10 seurat 9 1 0.673637503653606 0.233280313479883
Zhengmix4eq dev 300 pca_log 10 seurat 10 1.2 0.601467836965229 0.233192102982839
